Genre	Artist
Genre1	Nina Simone
Genre9	The Monkees
Genre1	The Beatles
Genre1	The Monkees
Genre5	Wes Montgomery
Genre1	The Who
Genre9	The Moody Blues
Genre4	The Beatles
Genre1	The Kinks
Genre4	Bob Dylan
Genre1	The Kinks
Genre4	Bob Dylan
Genre4	Peggy Lee
Genre2	 Jr.
Genre1	The Kinks
Genre4	 London Symphony Orchestra
Genre4	The Beach Boys
Genre9	The Kinks
Genre0	Paul Simon
Genre4	Vicente Fernández
Genre7	Dolly Parton
Genre9	Frank Zappa
Genre2	The Moody Blues
Genre9	Miles Davis
Genre4	 Jr.
Genre1	Johnny Cash
Genre2	Bob Dylan
Genre1	The Rolling Stones
Genre3	The Beach Boys
Genre2	The Beatles
Genre7	Dean Martin
Genre2	David Bowie
Genre4	David Bowie
Genre3	Miles Davis
Genre7	Nina Simone
Genre7	Nina Simone
Genre2	Bob Dylan
Genre1	The Monkees
Genre1	The Kinks
Genre3	The Monkees
Genre2	Frank Zappa
Genre9	Elvis Presley
Genre9	The Beatles
Genre3	The Moody Blues
Genre7	The Beach Boys
Genre3	Simon & Garfunkel
Genre4	Otis Redding
Genre4	The Moody Blues
Genre4	The Monkees
Genre4	Otis Redding
Genre4	Elvis Presley
Genre7	Van Morrison
Genre4	Fleetwood Mac
Genre1	Stevie Wonder
Genre7	Van Morrison
Genre7	The Beach Boys
Genre3	Neil Diamond
Genre4	Johnny Cash
Genre4	Frank Zappa
Genre1	Neil Diamond
Genre1	Johnny Cash
Genre7	Miles Davis
Genre1	Johnny Cash
Genre7	Johnny Cash
Genre1	Aretha Franklin
Genre9	Otis Redding
Genre4	Aretha Franklin
Genre2	Frank Zappa
Genre9	Nina Simone
Genre7	Willie Nelson
Genre1	Van Morrison
Genre2	Frank Sinatra
Genre7	The Monkees
Genre2	Frank Zappa
Genre4	Otis Redding
Genre1	The Band
Genre9	Aretha Franklin
Genre7	Willie Nelson
Genre4	Nina Simone
Genre1	The Kinks
Genre3	Otis Redding
Genre1	The Band
Genre5	The Moody Blues
Genre4	Elton John
Genre5	Bill Evans
Genre4	Frank Sinatra
Genre1	Stevie Wonder
Genre7	Elvis Presley
Genre0	Pink Floyd
Genre1	The Kinks
Genre1	Fleetwood Mac
Genre1	Johnny Cash
Genre4	Nina Simone
Genre7	Grateful Dead
Genre5	Bill Evans
Genre3	Led Zeppelin
Genre9	Grateful Dead
Genre9	The Band
Genre4	The Rolling Stones
Genre9	Chicago
Genre1	B.B. King
Genre1	Elvis Presley
Genre9	The Allman Brothers Band
Genre2	The Moody Blues
Genre7	The Moody Blues
Genre0	Chicago
Genre0	Pink Floyd
Genre7	Neil Young
Genre5	The Moody Blues
Genre9	Santana
Genre1	The Beach Boys
Genre9	The Band
Genre7	Neil Young
Genre9	Led Zeppelin
Genre3	The Band
Genre1	Johnny Cash
Genre3	The Who
Genre0	Wes Montgomery
Genre1	Elton John
Genre0	The Who
Genre1	James Brown
Genre3	The Who
Genre1	Johnny Cash
Genre0	Chicago
Genre7	Led Zeppelin
Genre0	John Williams
Genre4	Yusuf / Cat Stevens
Genre9	Chicago
Genre3	Eric Clapton
Genre1	The Moody Blues
Genre3	The Who
Genre1	Chicago
Genre9	Creedence Clearwater Revival
Genre0	 Glenn Gould
Genre1	Led Zeppelin
Genre0	Led Zeppelin
Genre3	Johnny Cash
Genre3	Led Zeppelin
Genre3	The Doors
Genre1	Elton John
Genre0	John Williams
Genre1	Elvis Presley
Genre1	Neil Diamond
Genre1	The Doors
Genre1	The Allman Brothers Band
Genre4	Bob Dylan
Genre1	Neil Diamond
Genre0	 Glenn Gould
Genre3	The Rolling Stones
Genre3	The Doors
Genre1	Van Morrison
Genre1	The Velvet Underground
Genre7	Yusuf / Cat Stevens
Genre7	Fleetwood Mac
Genre1	Stevie Wonder
Genre1	Van Morrison
Genre3	The Rolling Stones
Genre9	Yes
Genre1	Crosby
Genre4	James Taylor
Genre4	Marvin Gaye
Genre3	Marvin Gaye
Genre3	Jimi Hendrix
Genre3	The Who
Genre3	B.B. King
Genre3	The Who
Genre0	Townes Van Zandt
Genre4	Marvin Gaye
Genre1	Marvin Gaye
Genre9	Marvin Gaye
Genre7	Crosby
Genre3	The Allman Brothers Band
Genre4	Yusuf / Cat Stevens
Genre1	José Alfredo Jimenez
Genre4	Billy Joel
Genre4	Nina Simone
Genre1	Yusuf / Cat Stevens
Genre4	Dolly Parton
Genre9	Pink Floyd
Genre3	Jimi Hendrix
Genre2	Bob Dylan
Genre9	Marvin Gaye
Genre2	John Denver
Genre3	The Band
Genre9	Fleetwood Mac
Genre3	The Rolling Stones
Genre9	Fleetwood Mac
Genre3	The Kinks
Genre1	The Allman Brothers Band
Genre1	The Rolling Stones
Genre3	The Who
Genre3	The Doors
Genre3	The Who
Genre3	Yusuf / Cat Stevens
Genre3	Wings
Genre9	Marvin Gaye
Genre1	The Who
Genre7	Paul Simon
Genre1	Yes
Genre7	Joni Mitchell
Genre3	Genesis
Genre7	José Alfredo Jimenez
Genre3	Vicente Fernández
Genre4	Elvis Presley
Genre0	ZZ Top
Genre1	ZZ Top
Genre1	Michael Jackson
Genre1	Aretha Franklin
Genre9	Santana
Genre9	Michael Jackson
Genre3	The Rolling Stones
Genre9	 Jr.
Genre9	Stevie Wonder
Genre9	Frank Zappa
Genre7	Waylon Jennings
Genre3	Waylon Jennings
Genre3	Queen
Genre3	Led Zeppelin
Genre9	Elton John
Genre3	Electric Light Orchestra
Genre9	Van Morrison
Genre9	Elton John
Genre3	Marvin Gaye
Genre1	Genesis
Genre3	Billy Joel
Genre3	Billy Joel
Genre3	Elton John
Genre3	Marvin Gaye
Genre4	Willie Nelson
Genre4	Jimmy Buffett
Genre4	Bob Dylan
Genre4	Willie Nelson
Genre7	Electric Light Orchestra
Genre3	Electric Light Orchestra
Genre5	Electric Light Orchestra
Genre3	Frank Zappa
Genre3	Neil Young
Genre4	Vicente Fernández
Genre3	Queen
Genre9	Genesis
Genre3	Elton John
Genre5	Electric Light Orchestra
Genre1	The Isley Brothers
Genre7	Billy Joel
Genre3	Genesis
Genre1	Bob Dylan
Genre1	Lata Mangeshkar
Genre7	Tom Waits
Genre0	Eric Clapton
Genre1	Eric Clapton
Genre3	Billy Joel
Genre1	Eric Clapton
Genre1	KISS
Genre1	Elton John
Genre0	Genesis
Genre1	Dolly Parton
Genre3	Queen
Genre1	Bob Dylan
Genre9	Yes
Genre9	Genesis
Genre1	Waylon Jennings
Genre4	John Denver
Genre3	John Prine
Genre2	Johnny Cash
Genre1	Electric Light Orchestra
Genre3	Bob Marley & The Wailers
Genre3	Yusuf / Cat Stevens
Genre1	Joni Mitchell
Genre9	John Prine
Genre1	Eric Clapton
Genre3	Willie Nelson
Genre1	The Who
Genre3	Neil Young
Genre7	James Taylor
Genre3	Paul Simon
Genre7	Willie Nelson
Genre3	Yusuf / Cat Stevens
Genre3	Queen
Genre2	Fleetwood Mac
Genre1	Bob Dylan
Genre1	Bob Dylan
Genre4	Joni Mitchell
Genre7	James Taylor
Genre4	Yusuf / Cat Stevens
Genre2	James Taylor
Genre0	Franz Schubert
Genre9	Queen
Genre3	Willie Nelson
Genre3	Grateful Dead
Genre0	Grateful Dead
Genre4	Yusuf / Cat Stevens
Genre4	Johnny Cash
Genre9	ZZ Top
Genre1	Elton John
Genre1	Willie Nelson
Genre7	Wings
Genre9	KISS
Genre3	Bob Dylan
Genre9	Bob Marley & The Wailers
Genre9	Bob Marley & The Wailers
Genre2	Bob Dylan
Genre3	Queen
Genre1	Frank Zappa
Genre9	KISS
Genre1	Juan Gabriel
Genre1	Ramones
Genre4	Stan Getz
Genre4	Marvin Gaye
Genre3	Genesis
Genre3	Rush
Genre0	Pyotr Ilyich Tchaikovsky
Genre0	 London Symphony Orchestra
Genre3	Queen
Genre1	Genesis
Genre7	John Denver
Genre3	Waylon Jennings
Genre3	Eagles
Genre1	KISS
Genre1	Wings
Genre9	Black Sabbath
Genre8	Led Zeppelin
Genre2	Marvin Gaye
Genre3	Ramones
Genre9	ZZ Top
Genre3	Bob Marley & The Wailers
Genre7	James Taylor
Genre7	Wings
Genre7	Wings
Genre3	Barbra Streisand
Genre1	Queen
Genre7	Wings
Genre9	Waylon Jennings
Genre3	Waylon Jennings
Genre1	Jimmy Buffett
Genre3	Led Zeppelin
Genre1	Waylon Jennings
Genre9	Black Sabbath
Genre3	Barbra Streisand
Genre3	Willie Nelson
Genre3	Queen
Genre1	Ramones
Genre9	Bob Marley & The Wailers
Genre1	Ramones
Genre7	Willie Nelson
Genre3	Bob Marley & The Wailers
Genre1	Ramones
Genre3	Neil Young
Genre3	Elvis Presley
Genre3	Talking Heads
Genre4	Fleetwood Mac
Genre1	KISS
Genre9	Talking Heads
Genre1	Fleetwood Mac
Genre9	KISS
Genre4	Townes Van Zandt
Genre7	James Taylor
Genre4	Townes Van Zandt
Genre3	KISS
Genre9	Neil Young
Genre9	Yes
Genre9	Santana
Genre1	Eric Clapton
Genre3	Queen
Genre3	KISS
Genre1	Ramones
Genre2	James Taylor
Genre3	Talking Heads
Genre3	ABBA
Genre1	Ramones
Genre1	KISS
Genre1	Aerosmith
Genre9	James Taylor
Genre1	The Kinks
Genre4	Hank Williams
Genre3	Ramones
Genre1	Grateful Dead
Genre2	Giacomo Puccini
Genre3	The Who
Genre3	Jimmy Buffett
Genre1	Willie Nelson
Genre7	Marvin Gaye
Genre1	Willie Nelson
Genre9	Bob Marley & The Wailers
Genre3	The Who
Genre9	Queen
Genre3	The Who
Genre7	Hank Williams
Genre3	Jimmy Buffett
Genre3	AC/DC
Genre3	AC/DC
Genre9	Townes Van Zandt
Genre1	The Clash
Genre9	Black Sabbath
Genre1	The Kinks
Genre1	Vicente Fernández
Genre1	Queen
Genre3	Tom Petty and the Heartbreakers
Genre9	Ramones
Genre4	Hank Williams
Genre4	Marvin Gaye
Genre4	Waylon Jennings
Genre9	Black Sabbath
Genre1	Bob Marley & The Wailers
Genre7	Queen
Genre1	Neil Young
Genre1	Neil Young
Genre9	Yes
Genre1	The Clash
Genre9	Bob Marley & The Wailers
Genre3	The Rolling Stones
Genre3	The Who
Genre1	Bob Dylan
Genre9	Neil Young
Genre1	David Bowie
Genre7	Hank Williams
Genre7	 Jr.
Genre1	Waylon Jennings
Genre9	The Clash
Genre1	Journey
Genre0	The Cure
Genre9	The Cure
Genre1	Wings
Genre3	Judas Priest
Genre1	Journey
Genre1	Waylon Jennings
Genre1	Neil Young
Genre0	Journey
Genre3	KISS
Genre3	Tom Petty and the Heartbreakers
Genre1	Neil Young
Genre3	Tom Petty and the Heartbreakers
Genre1	Madonna
Genre3	KISS
Genre3	Led Zeppelin
Genre2	The Clash
Genre9	Bob Dylan
Genre9	Bee Gees
Genre0	Franz Joseph Haydn
Genre1	Santana
Genre3	Frank Zappa
Genre1	Judas Priest
Genre9	Judas Priest
Genre1	Genesis
Genre1	David Bowie
Genre1	Hank Williams
Genre1	 Jr.
Genre1	Genesis
Genre3	Ramones
Genre9	The Clash
Genre1	Aerosmith
Genre1	Journey
Genre1	David Bowie
Genre3	Creedence Clearwater Revival
Genre3	Genesis
Genre1	Creedence Clearwater Revival
Genre1	ABBA
Genre0	The Cure
Genre7	Tom Waits
Genre1	The Clash
Genre1	Grateful Dead
Genre3	Hank Williams
Genre3	 Jr.
Genre1	Creedence Clearwater Revival
Genre1	Paul Simon
Genre1	Stevie Wonder
Genre9	The Cure
Genre3	Judas Priest
Genre4	Raffi
Genre1	Crosby
Genre4	Raffi
Genre9	Stevie Wonder
Genre7	Journey
Genre1	Def Leppard
Genre3	Juan Gabriel
Genre1	Aerosmith
Genre3	Stevie Wonder
Genre3	Genesis
Genre9	The Clash
Genre9	Creedence Clearwater Revival
Genre9	Stevie Wonder
Genre1	The Rolling Stones
Genre0	John Williams
Genre0	 London Symphony Orchestra
Genre3	Bob Seger
Genre3	Depeche Mode
Genre3	Bob Seger
Genre3	Jimmy Buffett
Genre9	Phil Collins
Genre9	Grateful Dead
Genre9	Def Leppard
Genre9	Prince
Genre3	Grateful Dead
Genre3	Hank Williams
Genre3	 Jr.
Genre1	Judas Priest
Genre3	Prince
Genre1	The Kinks
Genre1	Andrew Lloyd Webber
Genre2	Grateful Dead
Genre7	Juan Gabriel
Genre3	Bob Seger
Genre3	David Bowie
Genre2	Phil Collins
Genre3	Jimmy Buffett
Genre9	Santana
Genre1	Judas Priest
Genre3	Billy Joel
Genre1	ABBA
Genre4	Juan Gabriel
Genre1	Neil Diamond
Genre3	Billy Joel
Genre1	Tom Petty and the Heartbreakers
Genre9	ZZ Top
Genre1	Billy Joel
Genre3	Depeche Mode
Genre2	ABBA
Genre9	The Cure
Genre1	Fleetwood Mac
Genre1	Dolly Parton
Genre3	Queen
Genre1	Fleetwood Mac
Genre1	Merle Haggard
Genre7	Simon & Garfunkel
Genre1	Marvin Gaye
Genre3	Queen
Genre3	Led Zeppelin
Genre1	Michael Jackson
Genre1	Led Zeppelin
Genre3	Hank Williams
Genre3	 Jr.
Genre4	Raffi
Genre1	Hank Williams
Genre1	 Jr.
Genre9	Marvin Gaye
Genre9	Aretha Franklin
Genre1	Led Zeppelin
Genre1	Fleetwood Mac
Genre4	Dolly Parton
Genre3	Queen
Genre4	Raffi
Genre4	Juan Gabriel
Genre3	Electric Light Orchestra
Genre9	Madonna
Genre3	Miles Davis
Genre1	Hank Williams
Genre1	 Jr.
Genre4	Tom Waits
Genre3	R.E.M.
Genre1	AC/DC
Genre1	Yes
Genre2	Electric Light Orchestra
Genre7	Paul Simon
Genre3	Bob Dylan
Genre9	Stevie Ray Vaughan
Genre9	Depeche Mode
Genre1	The Isley Brothers
Genre3	George Strait
Genre7	Andrew Lloyd Webber
Genre1	Stevie Ray Vaughan
Genre3	AC/DC
Genre1	Bob Dylan
Genre3	David Bowie
Genre1	Hank Williams
Genre1	 Jr.
Genre4	José Alfredo Jimenez
Genre1	Juan Gabriel
Genre4	José Alfredo Jimenez
Genre4	José Alfredo Jimenez
Genre1	U2
Genre7	U2
Genre4	Los Tigres Del Norte
Genre7	Merle Haggard
Genre1	Antonio Aguilar
Genre0	U2
Genre4	José Alfredo Jimenez
Genre1	Los Bukis
Genre7	Ludwig van Beethoven
Genre7	 Berliner Philharmoniker
Genre7	 Herbert von Karajan
Genre0	Metallica
Genre9	Depeche Mode
Genre7	Van Morrison
Genre9	Metallica
Genre7	U2
Genre3	Los Bukis
Genre9	Metallica
Genre3	Billy Joel
Genre9	Red Hot Chili Peppers
Genre3	The Velvet Underground
Genre1	Billy Joel
Genre2	Tom Waits
Genre9	ZZ Top
Genre9	Steely Dan
Genre1	Talking Heads
Genre0	Wolfgang Amadeus Mozart
Genre1	U2
Genre3	Billy Joel
Genre9	Depeche Mode
Genre9	Stevie Ray Vaughan
Genre1	Red Hot Chili Peppers
Genre9	 Jr.
Genre9	The Cure
Genre4	Billy Joel
Genre3	The Cure
Genre3	Iron Maiden
Genre1	Iron Maiden
Genre3	Los Bukis
Genre1	Tom Waits
Genre7	Hank Williams
Genre1	Bruce Springsteen
Genre7	Depeche Mode
Genre3	Bruce Springsteen
Genre1	Alabama
Genre1	Bruce Springsteen
Genre4	Antonio Aguilar
Genre1	Metallica
Genre3	Chuck Berry
Genre1	James Brown
Genre1	Queen
Genre3	Prince
Genre9	Metallica
Genre4	Juan Gabriel
Genre3	Talking Heads
Genre1	The Kinks
Genre1	R.E.M.
Genre9	Bruce Springsteen
Genre3	Billy Joel
Genre3	Johnny Cash
Genre4	Juan Gabriel
Genre9	R.E.M.
Genre1	Alabama
Genre3	Jimmy Buffett
Genre3	Los Tigres Del Norte
Genre2	Depeche Mode
Genre1	Bruce Springsteen
Genre9	Michael Jackson
Genre1	U2
Genre3	Andrew Lloyd Webber
Genre1	Los Tigres Del Norte
Genre1	Michael Jackson
Genre3	Wings
Genre2	Depeche Mode
Genre9	R.E.M.
Genre1	George Strait
Genre7	Andrew Lloyd Webber
Genre9	Fleetwood Mac
Genre3	Def Leppard
Genre3	R.E.M.
Genre9	U2
Genre1	Prince
Genre3	Michael Jackson
Genre7	Andrew Lloyd Webber
Genre7	Andrew Lloyd Webber
Genre1	U2
Genre3	George Strait
Genre1	Def Leppard
Genre1	U2
Genre7	Andrew Lloyd Webber
Genre3	Rush
Genre1	Bruce Springsteen
Genre3	Ramones
Genre1	R.E.M.
Genre7	John Williams
Genre3	The Beatles
Genre6	Metallica
Genre1	Pink Floyd
Genre3	KISS
Genre9	Van Halen
Genre3	Van Halen
Genre1	Luis Miguel
Genre6	Metallica
Genre9	The Beatles
Genre8	Metallica
Genre3	Rush
Genre9	Ramones
Genre3	Aerosmith
Genre5	Pyotr Ilyich Tchaikovsky
Genre6	Red Hot Chili Peppers
Genre3	Billy Joel
Genre1	Billy Joel
Genre1	Alan Jackson
Genre9	Neil Young
Genre6	Red Hot Chili Peppers
Genre3	Red Hot Chili Peppers
Genre9	Juan Gabriel
Genre0	Robert Schumann
Genre1	Depeche Mode
Genre4	Paul Simon
Genre7	 Philadelphia Orchestra
Genre9	Paul Simon
Genre4	Jimmy Buffett
Genre1	Luis Miguel
Genre4	Paul Simon
Genre3	Jimmy Buffett
Genre2	 Philadelphia Orchestra
Genre7	Alan Jackson
Genre1	Elton John
Genre3	Prince
Genre4	Antonio Aguilar
Genre1	George Strait
Genre9	James Brown
Genre4	Louis Prima
Genre2	Andrew Lloyd Webber
Genre3	Joni Mitchell
Genre3	Green Day
Genre0	Van Halen
Genre5	Stevie Ray Vaughan
Genre3	Louis Prima
Genre1	Sublime
Genre1	B.B. King
Genre3	Queen
Genre3	Stevie Ray Vaughan
Genre9	Nirvana
Genre4	Antonio Aguilar
Genre8	Red Hot Chili Peppers
Genre9	Red Hot Chili Peppers
Genre3	Van Halen
Genre3	Los Bukis
Genre8	R.E.M.
Genre2	Oscar Peterson
Genre3	Bob Dylan
Genre3	R.E.M.
Genre4	Nat King Cole
Genre3	Bob Dylan
Genre7	George Strait
Genre3	Mariah Carey
Genre3	Sublime
Genre3	Queen
Genre4	Antonio Aguilar
Genre7	Mariah Carey
Genre4	Joan Sebastian
Genre4	Joan Sebastian
Genre4	Antonio Aguilar
Genre1	Joan Sebastian
Genre3	Stevie Ray Vaughan
Genre9	Beastie Boys
Genre7	Otis Redding
Genre3	AC/DC
Genre9	Stevie Wonder
Genre3	George Strait
Genre0	Wolfgang Amadeus Mozart
Genre7	George Strait
Genre9	Beastie Boys
Genre4	Joan Sebastian
Genre3	Stevie Ray Vaughan
Genre1	Jimmy Buffett
Genre3	Jimmy Buffett
Genre9	Otis Redding
Genre4	Jimmy Buffett
Genre0	 London Philharmonic Orchestra
Genre4	Antonio Aguilar
Genre1	Def Leppard
Genre4	Andrew Lloyd Webber
Genre4	 Jr.
Genre4	Joan Sebastian
Genre1	Radiohead
Genre0	Johann Sebastian Bach
Genre5	John Williams
Genre3	Los Bukis
Genre3	Nirvana
Genre7	Alabama
Genre0	U2
Genre0	John Williams
Genre9	Luis Miguel
Genre9	Metallica
Genre6	2Pac
Genre9	Nirvana
Genre8	2Pac
Genre4	Antonio Aguilar
Genre9	U2
Genre3	Los Bukis
Genre7	James Taylor
Genre4	Jimi Hendrix
Genre7	Hank Williams
Genre7	 Jr.
Genre4	Hank Williams
Genre4	 Jr.
Genre3	Bob Seger
Genre1	Los Tigres Del Norte
Genre3	Sublime
Genre4	John Prine
Genre6	The Notorious B.I.G.
Genre6	The Notorious B.I.G.
Genre1	ZZ Top
Genre3	Eagles
Genre1	The Allman Brothers Band
Genre3	Eagles
Genre3	Bob Seger
Genre3	Alan Jackson
Genre5	 London Symphony Orchestra
Genre1	Los Tigres Del Norte
Genre9	Michael Jackson
Genre1	Prince
Genre7	Michael Jackson
Genre9	Red Hot Chili Peppers
Genre7	Mariah Carey
Genre1	Madonna
Genre1	Pink Floyd
Genre9	Pink Floyd
Genre9	Pink Floyd
Genre9	Pink Floyd
Genre4	Juan Gabriel
Genre2	Pink Floyd
Genre3	R.E.M.
Genre4	The Isley Brothers
Genre3	Journey
Genre1	Sublime
Genre9	Metallica
Genre1	R.E.M.
Genre1	Los Tigres Del Norte
Genre1	Frank Sinatra
Genre6	Sublime
Genre4	Hank Williams
Genre4	Marty Robbins
Genre1	Judy Garland
Genre6	The Notorious B.I.G.
Genre8	2Pac
Genre1	blink-182
Genre2	Peggy Lee
Genre0	Franz Liszt
Genre3	Metallica
Genre9	Aerosmith
Genre3	Green Day
Genre1	David Bowie
Genre9	blink-182
Genre1	blink-182
Genre8	2Pac
Genre1	Jimi Hendrix
Genre7	John Prine
Genre4	Hank Williams
Genre4	Sublime
Genre8	Beastie Boys
Genre6	2Pac
Genre4	Sublime
Genre1	Black Sabbath
Genre0	John Williams
Genre4	Hank Williams
Genre1	Metallica
Genre8	Eminem
Genre9	Red Hot Chili Peppers
Genre4	John Prine
Genre9	Metallica
Genre1	John Prine
Genre3	John Prine
Genre1	John Prine
Genre1	Metallica
Genre3	John Prine
Genre8	Eminem
Genre3	Eminem
Genre3	Def Leppard
Genre4	Eminem
Genre1	Stevie Wonder
Genre1	Alan Jackson
Genre4	John Prine
Genre7	Johann Sebastian Bach
Genre0	Louis Armstrong
Genre5	Felix Mendelssohn
Genre5	 London Symphony Orchestra
Genre8	JAY-Z
Genre1	Green Day
Genre7	Duke Ellington
Genre0	John Williams
Genre9	Steely Dan
Genre3	Judas Priest
Genre9	Green Day
Genre4	Frank Sinatra
Genre4	Sam Cooke
Genre8	JAY-Z
Genre4	Billy Joel
Genre6	2Pac
Genre0	Radiohead
Genre6	JAY-Z
Genre1	Los Tigres Del Norte
Genre3	Mariah Carey
Genre0	John Williams
Genre3	Stevie Ray Vaughan
Genre1	Antonio Aguilar
Genre7	Elvis Presley
Genre3	Eminem
Genre1	Bruce Springsteen
Genre1	Bruce Springsteen
Genre0	Wolfgang Amadeus Mozart
Genre0	Johann Sebastian Bach
Genre0	 Glenn Gould
Genre9	Stevie Ray Vaughan
Genre3	Linkin Park
Genre9	Elvis Presley
Genre5	Erik Satie
Genre1	The Band
Genre8	JAY-Z
Genre3	Phil Collins
Genre9	Dinah Washington
Genre1	George Strait
Genre1	Linkin Park
Genre8	2Pac
Genre0	Franz Liszt
Genre3	Red Hot Chili Peppers
Genre6	2Pac
Genre3	John Mayer
Genre1	Linkin Park
Genre1	Javier Solís
Genre9	R.E.M.
Genre3	The Cure
Genre1	George Strait
Genre3	George Strait
Genre1	George Strait
Genre8	JAY-Z
Genre8	Eminem
Genre3	George Strait
Genre2	John Williams
Genre4	Antonio Aguilar
Genre1	John Prine
Genre1	Joan Sebastian
Genre0	John Williams
Genre7	Kenny Chesney
Genre3	Beastie Boys
Genre9	Madonna
Genre5	John Williams
Genre5	 London Symphony Orchestra
Genre3	Beyoncé
Genre7	Henry Mancini
Genre7	Alan Jackson
Genre6	 Lil Wayne
Genre9	Taylor Swift
Genre1	Journey
Genre9	Journey
Genre3	Led Zeppelin
Genre9	Kanye West
Genre1	Aretha Franklin
Genre1	Beyoncé
Genre1	2Pac
Genre9	Joan Sebastian
Genre3	Taylor Swift
Genre3	Taylor Swift
Genre1	Beyoncé
Genre1	John Mayer
Genre3	Madonna
Genre0	John Williams
Genre5	Claude Debussy
Genre3	Taylor Swift
Genre6	Eminem
Genre6	 Lil Wayne
Genre3	Green Day
Genre9	John Mayer
Genre6	Eminem
Genre1	Dolly Parton
Genre6	Eminem
Genre1	Michael Jackson
Genre9	Vicente Fernández
Genre8	 Lil Wayne
Genre6	Eminem
Genre8	Lil Wayne
Genre8	 Drake
Genre5	Ludwig van Beethoven
Genre2	Alan Jackson
Genre9	Drake
Genre1	Taylor Swift
Genre1	Taylor Swift
Genre0	Frédéric Chopin
Genre3	Electric Light Orchestra
Genre0	Franz Liszt
Genre8	JAY-Z
Genre8	Lil Wayne
Genre6	Mac Miller
Genre5	Johannes Brahms
Genre1	Lil Wayne
Genre9	Lana Del Rey
Genre2	The Weeknd
Genre1	Green Day
Genre7	Lana Del Rey
Genre8	Lana Del Rey
Genre8	 Lil Wayne
Genre3	Kenny Chesney
Genre3	 Drake
Genre1	Taylor Swift
Genre8	The Weeknd
Genre9	The Weeknd
Genre6	Eminem
Genre3	The Weeknd
Genre4	Kenny Chesney
Genre8	Mac Miller
Genre6	Drake
Genre6	Drake
Genre6	Beyoncé
Genre3	Taylor Swift
Genre9	George Strait
Genre3	BTS
Genre9	BTS
Genre6	Lil Uzi Vert
Genre9	BTS
Genre6	 Drake
Genre9	BTS
Genre6	Eminem
Genre1	Metallica
Genre8	Kanye West
Genre8	Drake
Genre1	BTS
Genre1	BTS
Genre6	Kanye West
Genre6	Mac Miller
Genre3	BTS
Genre6	Mac Miller
Genre8	Lil Uzi Vert
Genre3	Taylor Swift
Genre9	Drake
Genre1	Taylor Swift
Genre8	Lil Uzi Vert
Genre8	Lil Uzi Vert
Genre1	Michael Jackson
Genre9	BTS
Genre9	BTS
Genre2	BTS
Genre8	Lil Wayne
Genre8	Mac Miller
Genre7	Lana Del Rey
Genre7	Taylor Swift
Genre2	Kanye West
Genre8	Lana Del Rey
Genre2	Mac Miller
Genre6	Lil Uzi Vert
Genre3	Mac Miller
Genre6	 Drake
Genre6	 Lil Wayne
Genre6	Eminem
Genre6	Eminem
Genre5	 Andrés Segovia
Genre0	Giorgos Papasideris
Genre7	Johannes Brahms
Genre5	Francisco Canaro
Genre0	Francisco Canaro
Genre0	 Charlo
Genre0	Roza Eskenazi
Genre4	Francisco Canaro
Genre4	 Charlo
Genre4	Giorgos Papasideris
Genre2	Roza Eskenazi
Genre5	Giorgos Papasideris
Genre0	Giorgos Papasideris
Genre5	Francisco Canaro
Genre5	 Charlo
Genre5	Francisco Canaro
Genre5	 Charlo
Genre4	Francisco Canaro
Genre4	 Charlo
Genre0	 Andrés Segovia
Genre7	Igor Stravinsky
Genre4	Francisco Canaro
Genre0	Francisco Canaro
Genre0	 Charlo
Genre0	Francisco Canaro
Genre4	Francisco Canaro
Genre4	 Charlo
Genre2	Ignacio Corsini
Genre2	Francisco Canaro
Genre2	 Charlo
Genre0	Ludwig van Beethoven
Genre0	Francisco Canaro
Genre0	 Charlo
Genre4	Francisco Canaro
Genre4	 Charlo
Genre2	Francisco Canaro
Genre2	 Charlo
Genre2	Roza Eskenazi
Genre2	Roza Eskenazi
Genre5	Francisco Canaro
Genre2	Sinclair Lewis
Genre2	 Frank Arnold
Genre4	Sinclair Lewis
Genre4	 Frank Arnold
Genre5	Ludwig van Beethoven
Genre5	 Karl Böhm
Genre5	 Staatskapelle Dresden
Genre0	Ludwig van Beethoven
Genre0	 Karl Böhm
Genre0	 Staatskapelle Dresden
Genre7	Franz Joseph Haydn
Genre7	 Pro Arte Quartet
Genre7	Franz Joseph Haydn
Genre7	 Pro Arte Quartet
Genre4	Sinclair Lewis
Genre4	 Frank Arnold
Genre4	Lead Belly
Genre4	Carmen Miranda
Genre4	Sinclair Lewis
Genre4	 Frank Arnold
Genre4	Lead Belly
Genre7	Richard Wagner
Genre7	 Karl Böhm
Genre7	 Staatskapelle Dresden
Genre0	 Karl Böhm
Genre0	 Staatskapelle Dresden
Genre8	Эрнест Хемингуэй
Genre2	Francisco Canaro
Genre2	 Roberto Maida
Genre6	Эрнест Хемингуэй
Genre4	Lead Belly
Genre6	Эрнест Хемингуэй
Genre2	Giuseppe Verdi
Genre4	Sinclair Lewis
Genre4	 Frank Arnold
Genre4	Sinclair Lewis
Genre4	 Frank Arnold
Genre2	Sinclair Lewis
Genre2	 Frank Arnold
Genre2	Sinclair Lewis
Genre2	 Frank Arnold
Genre2	Billie Holiday
Genre2	 Teddy Wilson
Genre8	Эрнест Хемингуэй
Genre4	Sinclair Lewis
Genre4	 Frank Arnold
